geneCluster	pan_category	COG1	COG2	COG3	COG4
GC00000059_7	shell	C			
GC00000925_2	shell	S			
GC00000925_1	cloud	S			
GC00002712_r1_1	shell	X			
GC00000060_4	shell	L			
GC00003054_2	shell	X			
GC00003054_1	cloud	X			
GC00004302_2	shell	X			
GC00002032_2	shell	I			
GC00000065_9	shell	P			
GC00001551_r1_1	shell	X			
GC00000102_r1_r1_1	shell	C			
GC00002712_1	cloud	X			
GC00000051_9	shell	K			
GC00001837_1	shell	S			
GC00001837_2	cloud	X			
GC00000687_r1_1	softcore	L			
GC00002712_3	cloud	X			
GC00000687_1	cloud	L			
GC00002712_2	cloud	X			
GC00000264_r1_r1_1	cloud	S			
GC00001551_5	cloud	X			
GC00001460_r1_r1_1	shell	X			
GC00000264_r1_1	cloud	S			
GC00001551_4	cloud	X			
GC00000060_2	shell	L			
GC00001551_1	cloud	X			
GC00000264_1	cloud	S			
GC00000039_11	shell	L			
GC00002683_2	shell	X			
GC00002683_1	cloud	X			
GC00001837_3	cloud	X			
GC00001551_3	cloud	X			
GC00000264_2	cloud	S			
GC00002348_1	shell	E			
GC00002348_2	cloud	E			
GC00001551_2	cloud	X			
GC00000059_5	shell	C			
GC00000374_1	cloud	P			
GC00001657_r1_1	shell	X			
GC00001460_r1_3	shell	X			
GC00000165_1	softcore	I			
GC00001657_2	cloud	X			
GC00001460_r1_2	cloud	X			
GC00001498_1	shell	L			
GC00001657_1	cloud	X			
GC00000102_r1_1	shell	C			
GC00001657_3	cloud	X			
GC00000059_6	shell	C			
GC00001657_5	cloud	X			
GC00001800_3	shell	C			
GC00001657_4	cloud	X			
GC00001800_1	cloud	C			
GC00002407_r1_r1_r1_1	shell	X			
GC00001657_6	cloud	X			
GC00002407_r1_r1_1	cloud	X			
GC00000390_4	core	O			
GC00001460_r1_1	shell	X			
GC00002530_r1_2	shell	S			
GC00000390_1	cloud	O			
GC00002701_r1_1	shell	X			
GC00002530_r1_1	cloud	K			
GC00002407_r1_1	cloud	X			
GC00000065_3	shell	P			
GC00002701_1	cloud	X			
GC00002143_r1_r1_1	shell	X			
GC00002407_4	cloud	X			
GC00002143_r1_1	cloud	X			
GC00002701_3	cloud	X			
GC00002407_6	cloud	X			
GC00002143_r1_2	cloud	X			
GC00002701_2	cloud	X			
GC00000059_4	shell	C			
GC00002407_5	cloud	X			
GC00002143_1	cloud	X			
GC00002701_4	cloud	S			
GC00002407_1	cloud	X			
GC00002701_6	cloud	X			
GC00002407_3	cloud	X			
GC00002530_1	shell	S			
GC00002407_2	cloud	X			
GC00001562_r1_r1_1	shell	X			
GC00000390_3	shell	O			
GC00001562_r1_1	cloud	X			
GC00002702_2	shell	P			
GC00002702_1	cloud	P			
GC00003346_1	cloud	S			
GC00001562_2	cloud	X			
GC00000065_1	shell	P			
GC00001562_1	cloud	X			
GC00000060_3	shell	L			
GC00002701_5	shell	X			
GC00000390_2	shell	O			
GC00000059_2	shell	C			
GC00002143_3	shell	X			
GC00002143_2	cloud	X			
GC00001630_r1_1	shell	X			
GC00001630_1	cloud	X			
GC00001630_3	cloud	X			
GC00000372_r1_1	softcore	H			
GC00001852_1	cloud	X			
GC00003346_2	shell	S			
GC00000372_1	cloud	H			
GC00002578_2	shell	P			
GC00004969_2	cloud	X			
GC00000363_r1_1	softcore	S			
GC00000060_1	shell	L			
GC00000372_2	cloud	H			
GC00004969_1	cloud	X			
GC00000065_7	shell	P			
GC00004168_2	cloud	S			
GC00001968_r1_r1_1	shell	S			
GC00004168_3	cloud	S			
GC00001630_2	shell	X			
GC00001968_r1_1	cloud	P			
GC00002143_5	shell	X			
GC00004168_1	cloud	S			
GC00002143_4	cloud	X			
GC00000060_8	shell	L			
GC00000059_3	shell	C			
GC00002659_r1_r1_1	shell	L			
GC00001811_r1_r1_1	shell	X			
GC00000065_5	shell	P			
GC00001811_r1_1	cloud	X			
GC00000041_5	core	E			
GC00001324_2	shell	L			
GC00001460_4	shell	X			
GC00000102_4	shell	C			
GC00001324_1	cloud	L			
GC00002578_1	shell	P			
GC00001830_r1_r1_1	shell	M			
GC00001830_r1_1	cloud	M			
GC00000059_10	shell	C			
GC00001830_3	cloud	M			
GC00000414_r1_1	core	J			
GC00000414_1	cloud	J			
GC00000354_1	shell	V			
GC00002659_r1_r1_2	shell	L			
GC00001453_r1_1	shell	N	U		
GC00001359_r1_1	softcore	X			
GC00001359_1	cloud	X			
GC00003744_3	cloud	S			
GC00002659_r1_1	shell	L			
GC00001830_1	cloud	M			
GC00002659_2	cloud	L			
GC00004160_2	shell	V			
GC00001831_2	cloud	I			
GC00004160_1	cloud	L			
GC00001460_6	shell	X			
GC00001554_r1_1	shell	P			
GC00002277_2	shell	X			
GC00002277_1	cloud	X			
GC00000209_2	shell	O			
GC00003744_2	shell	S			
GC00003744_1	cloud	K			
GC00002659_1	shell	L			
GC00001460_5	shell	X			
GC00001554_1	shell	P			
GC00001460_1	cloud	X			
GC00001498_2	shell	L			
GC00004714_1	cloud	X			
GC00001460_3	cloud	X			
GC00004714_2	cloud	X			
GC00000039_6	shell	L			
GC00001460_2	cloud	X			
GC00000039_2	cloud	L			
GC00001968_4	cloud	P			
GC00000039_1	cloud	L			
GC00003623_r1_1	shell	U			
GC00003623_2	cloud	X			
GC00002884_r1_1	shell	X			
GC00000039_8	cloud	L			
GC00001968_1	cloud	P			
GC00003623_1	cloud	S			
GC00001968_3	cloud	P			
GC00003850_r1_2	cloud	M			
GC00000158_r1_r1_1	shell	S			
GC00001968_2	cloud	X			
GC00003850_r1_1	cloud	M			
GC00002306_2	cloud	M			
GC00003850_2	cloud	M			
GC00000673_r1_r1_1	shell	X			
GC00005149_2	cloud	G			
GC00000673_r1_1	cloud	X			
GC00003850_1	cloud	M			
GC00005149_1	cloud	G			
GC00002884_2	shell	X			
GC00000673_1	cloud	X			
GC00002884_1	cloud	X			
GC00000673_3	cloud	X			
GC00001390_2	softcore	X			
GC00001390_1	cloud	X			
GC00001900_r1_2	shell	X			
GC00000673_2	shell	X			
GC00003091_2	shell	G	M		
GC00004001_1	cloud	X			
GC00002988_r1_1	shell	S			
GC00001831_3	shell	I			
GC00003091_1	cloud	M			
GC00004001_2	shell	X			
GC00001900_r1_1	shell	X			
GC00004001_3	cloud	X			
GC00001900_1	cloud	X			
GC00002988_r1_2	shell	S			
GC00002366_r1_1	shell	E			
GC00002366_1	cloud	E			
GC00002306_3	shell	M			
GC00002306_1	cloud	M			
GC00000158_r1_1	cloud	S			
GC00001831_1	shell	I			
GC00000158_3	cloud	S			
GC00002988_2	shell	S			
GC00000039_3	shell	L			
GC00002988_1	cloud	S			
GC00001639_r1_1	cloud	X			
GC00001639_1	cloud	X			
GC00001639_2	cloud	X			
GC00001639_3	cloud	X			
GC00000158_2	shell	S			
GC00003995_2	shell	X			
GC00000158_1	cloud	S			
GC00003995_1	cloud	X			
GC00002561_1	cloud	X			
GC00000102_5	core	C			
GC00000041_7	core	E			
GC00002059_r1_1	shell	X			
GC00000352_r1_1	softcore	S			
GC00002059_1	cloud	X			
GC00001453_7	cloud	N	U		
GC00001845_3	shell	S			
GC00001845_2	cloud	X			
GC00000442_r1_1	core	E			
GC00001723_r1_1	shell	X			
GC00001723_1	cloud	X			
GC00000059_1	core	C			
GC00000059_8	cloud	C			
GC00001723_2	cloud	X			
GC00001723_3	cloud	X			
GC00002540_r1_1	shell	S			
GC00000286_r1_1	softcore	S			
GC00000474_r1_1	softcore	S			
GC00000041_1	shell	C			
GC00002540_2	cloud	S			
GC00000286_1	cloud	S			
GC00002059_2	shell	X			
GC00002540_3	cloud	S			
GC00001566_r1_1	shell	X			
GC00000442_1	shell	E			
GC00001566_2	cloud	X			
GC00001453_5	shell	N	U		
GC00002561_2	shell	X			
GC00000770_r1_1	softcore	X			
GC00002540_1	cloud	S			
GC00001566_1	cloud	X			
GC00000770_2	cloud	X			
GC00000029_2	cloud	X			
GC00000770_1	cloud	X			
GC00001845_1	shell	S			
GC00000102_2	shell	C			
GC00002727_r1_1	shell	X			
GC00001811_1	shell	X			
GC00002553_r1_1	cloud	X			
GC00000354_3	softcore	M			
GC00000474_1	cloud	S			
GC00000074_2	core	V			
GC00000490_4	softcore	H			
GC00000490_2	cloud	H			
GC00003053_r1_2	shell	S			
GC00003053_r1_1	cloud	S			
GC00000490_3	cloud	H			
GC00001453_12	shell	N	U		
GC00000490_1	cloud	H			
GC00000076_2	shell	E	P		
GC00004528_r1_1	shell	X			
GC00004528_1	cloud	X			
GC00002727_1	shell	X			
GC00001871_2	shell	K			
GC00000102_3	shell	C			
GC00001871_1	cloud	X			
GC00000354_2	shell	V			
GC00000549_1	cloud	F			
GC00001453_3	shell	X			
GC00001453_10	cloud	N	U		
GC00003053_1	shell	S			
GC00001411_r1_1	softcore	L			
GC00000209_3	core	O			
GC00005510_1	cloud	X			
GC00001546_r1_1	shell	X			
GC00001411_4	cloud	L			
GC00001453_1	cloud	X			
GC00001546_1	cloud	X			
GC00005510_2	cloud	X			
GC00001411_1	cloud	L			
GC00001453_2	cloud	X			
GC00001546_3	cloud	X			
GC00004930_1	cloud	X			
GC00001411_2	cloud	L			
GC00001453_9	cloud	N	U		
GC00001546_2	cloud	X			
GC00004930_2	cloud	X			
GC00002727_2	shell	X			
GC00000102_1	shell	C			
GC00001453_8	cloud	N	U		
GC00000267_2	cloud	M			
GC00000363_1	cloud	S			
GC00004931_1	cloud	X			
GC00004931_2	cloud	X			
GC00000209_1	shell	O			
GC00000210_1	cloud	X			
GC00002553_r1_2	shell	S			
GC00001918_r1_r1_1	shell	S			
GC00000210_2	cloud	X			
GC00001918_r1_1	cloud	S			
GC00001411_3	shell	L			
GC00001918_1	cloud	S			
GC00000134_1	cloud	K			
GC00001453_6	shell	N	U		
GC00001453_4	cloud	N	U		
GC00002890_r1_1	shell	X			
GC00002726_r1_1	shell	X			
GC00000074_3	shell	P			
GC00001453_11	cloud	N	U		
GC00002890_1	cloud	X			
GC00000076_3	shell	P			
GC00000352_3	cloud	S			
GC00000352_2	cloud	S			
GC00000352_1	cloud	S			
GC00002929_r1_r1_1	shell	X			
GC00002929_r1_1	cloud	X			
GC00002726_1	shell	X			
GC00002929_1	cloud	X			
GC00000076_1	shell	P			
GC00002726_2	shell	X			
GC00002230_1	shell	S			
GC00002536_r1_r1_r1_1	shell	S			
GC00002536_r1_r1_1	cloud	S			
GC00000076_4	shell	P			
GC00001548_r1_1	shell	X			
GC00000134_3	core	S			
GC00001548_3	cloud	X			
GC00001587_r1_r1_1	shell	X			
GC00001587_r1_1	cloud	X			
GC00001548_2	cloud	X			
GC00002536_r1_1	shell	V			
GC00002536_1	cloud	V			
GC00000483_r1_r1_1	softcore	L			
GC00001548_1	cloud	X			
GC00000549_2	core	F			
GC00000483_r1_1	cloud	L			
GC00002536_2	cloud	S			
GC00004043_r1_1	cloud	X			
GC00004677_1	cloud	X			
GC00000483_2	cloud	L			
GC00004043_r1_2	cloud	X			
GC00004677_2	cloud	X			
GC00000483_3	cloud	L			
GC00000483_1	cloud	L			
GC00004043_1	shell	X			
GC00000041_3	core	C			
GC00002230_2	shell	P			
GC00000125_2	core	H			
GC00000041_2	cloud	C			
GC00001384_r1_r1_1	shell	X			
GC00001625_3	cloud	U			
GC00001625_2	cloud	U			
GC00001625_1	cloud	U			
GC00001384_r1_1	shell	X			
GC00001384_1	cloud	X			
GC00002878_2	shell	S			
GC00001384_3	cloud	X			
GC00000265_1	cloud	S			
GC00002878_1	cloud	S			
GC00001384_2	cloud	X			
GC00000265_2	cloud	S			
GC00000134_2	softcore	K			
GC00000805_r1_r1_1	softcore	O			
GC00000805_r1_1	cloud	O			
GC00000630_r1_1	softcore	M			
GC00001384_5	shell	X			
GC00000630_1	cloud	M			
GC00001384_4	cloud	X			
GC00001083_r1_1	softcore	O			
GC00000805_1	cloud	O			
GC00003247_1	shell	S			
GC00002553_2	cloud	S			
GC00005009_2	cloud	X			
GC00000805_2	cloud	O			
GC00002553_1	cloud	X			
GC00005009_1	cloud	X			
GC00000277_1	shell	M			
GC00001083_1	cloud	O			
GC00001683_r1_1	shell	M			
GC00000597_r1_1	softcore	V			
GC00001598_r1_1	shell	L			
GC00001683_1	cloud	M			
GC00000220_4	shell	E			
GC00000597_1	cloud	V			
GC00001598_1	cloud	X			
GC00000914_r1_r1_1	shell	O			
GC00000220_1	cloud	E			
GC00003247_2	shell	S			
GC00005199_1	cloud	X			
GC00005199_2	cloud	X			
GC00000112_1	core	O			
GC00001367_r1_r1_1	shell	L			
GC00000716_r1_2	shell	X			
GC00002426_r1_1	shell	S			
GC00002426_1	cloud	S			
GC00002173_r1_1	shell	K			
GC00002180_r1_r1_r1_1	shell	V			
GC00002783_2	shell	T			
GC00002783_1	cloud	T			
GC00000716_r1_3	shell	M			
GC00001367_r1_1	shell	L			
GC00001367_1	cloud	L			
GC00002173_1	shell	K			
GC00005404_2	cloud	X			
GC00005404_1	cloud	X			
GC00001101_r1_1	softcore	S			
GC00000368_r1_r1_1	softcore	S			
GC00001101_2	cloud	S			
GC00000368_r1_1	cloud	S			
GC00000716_r1_1	shell	Z			
GC00001101_1	cloud	S			
GC00001291_r1_1	softcore	C			
GC00001291_1	cloud	C			
GC00003112_1	shell	S			
GC00002382_r1_r1_r1_2	shell	S			
GC00001367_3	shell	L			
GC00000695_1	shell	H			
GC00000112_2	core	O			
GC00001597_r1_r1_1	cloud	M			
GC00001826_r1_r1_r1_1	shell	L			
GC00000267_1	shell	M			
GC00000914_r1_1	cloud	O			
GC00000076_5	core	P			
GC00003227_r1_2	cloud	X			
GC00001826_r1_r1_1	cloud	L			
GC00001348_r1_1	softcore	M			
GC00003227_r1_1	cloud	X			
GC00001348_1	cloud	M			
GC00003112_2	shell	S			
GC00002382_r1_r1_r1_1	shell	S			
GC00002180_r1_r1_1	cloud	V			
GC00001367_5	shell	L			
GC00002382_r1_r1_1	cloud	S			
GC00001367_4	cloud	L			
GC00001367_6	cloud	L			
GC00002932_r1_1	shell	S			
GC00001764_3	shell	S			
GC00001367_2	cloud	L			
GC00000429_2	core	H			
GC00002932_1	cloud	S			
GC00003227_1	shell	X			
GC00001764_2	cloud	S			
GC00000429_1	cloud	H			
GC00002932_3	cloud	S			
GC00002932_2	cloud	X			
GC00000914_1	shell	O			
GC00002382_r1_1	shell	S			
GC00001826_r1_5	cloud	L			
GC00002180_r1_1	cloud	V			
GC00002180_r1_2	cloud	V			
GC00002382_2	cloud	S			
GC00000125_1	core	H			
GC00002382_3	cloud	S			
GC00001764_1	shell	S			
GC00004263_r1_1	shell	S			
GC00002382_1	cloud	X			
GC00004263_1	cloud	S			
GC00000207_4	shell	S			
GC00001826_r1_4	shell	L			
GC00000207_6	cloud	S			
GC00001826_r1_1	cloud	L			
GC00001781_r1_r1_r1_1	shell	S			
GC00000207_5	cloud	S			
GC00001307_r1_1	softcore	S			
GC00001826_r1_3	cloud	L			
GC00001826_r1_2	cloud	L			
GC00001826_20	cloud	L			
GC00000313_2	shell	M			
GC00001781_r1_r1_1	shell	S			
GC00001781_r1_3	cloud	S			
GC00000196_1	shell	I			
GC00001826_8	shell	L			
GC00001474_3	softcore	P			
GC00001826_19	cloud	L			
GC00001474_2	cloud	X			
GC00001474_1	cloud	P			
GC00001587_1	cloud	X			
GC00001587_2	cloud	X			
GC00001826_6	shell	H			
GC00001826_17	cloud	L			
GC00003923_1	cloud	X			
GC00001781_r1_2	shell	S			
GC00001826_4	cloud	L			
GC00001051_r1_1	softcore	S			
GC00001051_1	cloud	S			
GC00001781_r1_1	shell	S			
GC00003923_2	shell	X			
GC00000220_3	core	C			
GC00001826_15	shell	L			
GC00001826_21	cloud	L			
GC00000716_r1_4	shell	S			
GC00001826_16	cloud	L			
GC00000716_3	cloud	X			
GC00001826_7	cloud	L			
GC00000716_2	cloud	S			
GC00003520_2	shell	V			
GC00001826_14	cloud	L			
GC00003520_1	cloud	V			
GC00000091_r1_r1_1	shell	M			
GC00000716_1	cloud	X			
GC00001781_r1_4	shell	X			
GC00001826_5	cloud	V			
GC00001781_1	cloud	U			
GC00001826_12	cloud	L			
GC00001660_r1_r1_1	shell	X			
GC00001781_2	cloud	X			
GC00000368_1	cloud	S			
GC00000408_r1_1	shell	C			
GC00001826_3	cloud	L			
GC00000408_5	cloud	C			
GC00001781_3	cloud	X			
GC00001660_r1_1	cloud	X			
GC00001826_10	cloud	X			
GC00001781_4	cloud	X			
GC00001660_2	cloud	X			
GC00001826_1	cloud	L			
GC00001660_1	cloud	X			
GC00001826_11	cloud	L			
GC00000716_5	shell	U			
GC00000716_4	cloud	X			
GC00001826_2	cloud	L			
GC00000313_3	shell	M			
GC00000313_1	cloud	M			
GC00000277_3	softcore	M			
GC00000989_r1_1	softcore	X			
GC00000277_2	cloud	M			
GC00000989_1	cloud	X			
GC00001781_5	shell	M			
GC00000989_2	cloud	X			
GC00001826_13	shell	L			
GC00000001_18	cloud	P			
GC00001826_18	cloud	L			
GC00000220_2	shell	E			
GC00001826_9	cloud	L			
GC00000207_7	softcore	S			
GC00000207_1	cloud	S			
GC00001597_r1_r1_2	shell	M			
GC00001597_r1_2	cloud	M			
GC00001597_r1_1	cloud	X			
GC00002452_2	shell	X			
GC00001597_3	cloud	M			
GC00001597_1	cloud	X			
GC00000001_11	shell	V			
GC00001151_r1_1	softcore	L			
GC00000605_r1_1	softcore	M			
GC00002452_1	shell	X			
GC00001151_1	cloud	L			
GC00000605_1	cloud	M			
GC00001151_3	cloud	L			
GC00001151_2	cloud	L			
GC00002853_r1_2	shell	X			
GC00002853_r1_1	cloud	X			
GC00001173_r1_1	shell	N	U		
GC00002226_r1_1	shell	S			
GC00001173_1	cloud	S			
GC00001582_1	shell	P			
GC00000067_r1_2	core	J			
GC00000147_2	core	J			
GC00002853_1	shell	X			
GC00002226_4	shell	S			
GC00002226_1	cloud	S			
GC00000207_3	shell	S			
GC00001173_3	shell	N	U		
GC00000207_2	cloud	S			
GC00000263_r1_1	softcore	U			
GC00001597_8	shell	M			
GC00001307_2	cloud	S			
GC00001597_2	cloud	X			
GC00001307_1	cloud	S			
GC00001597_6	cloud	X			
GC00000263_2	cloud	U			
GC00002226_3	shell	S			
GC00001597_4	cloud	X			
GC00002226_2	cloud	U			
GC00000263_3	cloud	U			
GC00002646_r1_1	shell	S			
GC00004458_2	cloud	X			
GC00001597_7	cloud	M			
GC00000263_1	cloud	U			
GC00004458_3	cloud	X			
GC00001597_5	cloud	X			
GC00004458_1	cloud	X			
GC00001173_2	shell	S			
GC00002646_1	shell	S			
GC00000053_r1_r1_r1_r1_r1_1	shell	L			
GC00002431_r1_1	shell	X			
GC00002431_3	cloud	X			
GC00000091_r1_r1_3	shell	M			
GC00000091_r1_r1_2	cloud	M			
GC00002431_2	shell	O			
GC00001628_r1_1	shell	X			
GC00000408_7	shell	C			
GC00000244_r1_2	shell	M			
GC00002431_1	shell	X			
GC00000067_r1_1	shell	J			
GC00000091_r1_1	shell	M			
GC00000053_r1_r1_r1_r1_1	shell	L			
GC00000461_r1_1	softcore	X			
GC00000408_4	shell	C			
GC00001582_2	shell	P			
GC00000001_12	core	V			
GC00000461_1	shell	X			
GC00003213_r1_1	shell	Q			
GC00000408_6	shell	C			
GC00003213_1	cloud	S			
GC00000196_2	core	I			
GC00004710_1	cloud	S			
GC00002493_2	shell	U			
GC00004710_2	cloud	S			
GC00000235_r1_1	softcore	P			
GC00000408_2	shell	C			
GC00000408_1	cloud	C			
GC00002731_r1_1	shell	X			
GC00001986_r1_r1_1	shell	X			
GC00000067_4	cloud	F			
GC00002756_r1_1	shell	X			
GC00000067_5	cloud	J			
GC00000313_4	core	M			
GC00000053_r1_r1_r1_1	shell	L			
GC00000408_3	shell	C			
GC00003748_2	shell	X			
GC00003748_1	cloud	X			
GC00002756_1	shell	X			
GC00002731_1	cloud	X			
GC00000067_1	shell	S			
GC00002731_2	cloud	X			
GC00001879_4	shell	S			
GC00002027_r1_1	shell	L			
GC00001879_2	cloud	S			
GC00000235_3	shell	P			
GC00002493_1	shell	U			
GC00003878_1	shell	S			
GC00001879_3	shell	S			
GC00001217_r1_1	softcore	S			
GC00001879_1	cloud	S			
GC00000091_3	cloud	M			
GC00000235_2	shell	P			
GC00002027_1	shell	L			
GC00003025_r1_1	shell	X			
GC00000091_2	cloud	M			
GC00001628_2	cloud	X			
GC00003878_2	shell	S			
GC00000091_1	cloud	M			
GC00001628_3	cloud	X			
GC00000091_4	cloud	M			
GC00000199_2	core	E			
GC00000053_r1_r1_1	shell	L			
GC00001628_1	cloud	X			
GC00001217_1	cloud	S			
GC00000067_2	shell	J			
GC00003813_4	cloud	X			
GC00000235_1	shell	P			
GC00003025_2	shell	X			
GC00003813_1	cloud	X			
GC00003025_1	cloud	X			
GC00003813_2	cloud	X			
GC00005509_2	cloud	X			
GC00001894_r1_1	shell	M			
GC00001894_1	cloud	M			
GC00005509_1	cloud	X			
GC00003813_3	cloud	X			
GC00000001_3	shell	S			
GC00000001_43	cloud	V			
GC00000053_r1_1	shell	L			
GC00000244_r1_1	shell	S			
GC00000053_1	cloud	X			
GC00000507_4	softcore	C			
GC00000244_2	cloud	M			
GC00000507_3	cloud	C			
GC00000244_1	cloud	S			
GC00000507_2	cloud	C			
GC00000507_1	cloud	C			
GC00001894_2	shell	M			
GC00004362_2	cloud	X			
GC00001408_2	shell	S			
GC00004362_3	cloud	X			
GC00000618_r1_2	shell	X			
GC00000067_3	shell	J			
GC00000053_3	shell	L			
GC00001408_1	shell	S			
GC00004135_1	cloud	X			
GC00000428_2	core	E			
GC00001986_r1_1	shell	X			
GC00001986_1	cloud	X			
GC00000053_2	cloud	L			
GC00000053_5	cloud	S			
GC00000618_r1_1	shell	X			
GC00000618_4	cloud	X			
GC00000053_4	cloud	L			
GC00000618_1	cloud	X			
GC00004135_2	shell	X			
GC00002262_r1_1	shell	Q			
GC00001767_1	cloud	S			
GC00002262_1	cloud	Q			
GC00000428_1	shell	H			
GC00001767_2	cloud	S			
GC00003977_3	cloud	X			
GC00002262_2	cloud	Q			
GC00000147_1	core	J			
GC00001865_1	shell	S			
GC00000980_r1_r1_1	softcore	T			
GC00000980_r1_1	cloud	T			
GC00000618_2	shell	X			
GC00000618_3	cloud	X			
GC00002066_r1_1	shell	C			
GC00002066_1	cloud	C			
GC00005058_1	cloud	X			
GC00000488_1	shell	T			
GC00003977_2	shell	X			
GC00005058_2	cloud	X			
GC00003977_1	cloud	X			
GC00002770_r1_1	shell	S			
GC00000199_1	shell	E			
GC00000990_r1_1	softcore	V			
GC00000990_3	cloud	V			
GC00002770_1	shell	S			
GC00002769_r1_1	shell	S			
GC00000029_3	shell	L			
GC00000990_2	cloud	V			
GC00000990_1	cloud	V			
GC00002723_r1_1	shell	X			
GC00002723_1	cloud	X			
GC00000820_r1_1	softcore	C			
GC00002770_2	shell	S			
GC00000820_2	cloud	C			
GC00000980_1	cloud	T			
GC00002769_2	shell	S			
GC00000980_2	cloud	T			
GC00000820_1	cloud	C			
GC00001506_1	cloud	P			
GC00000029_1	shell	L			
GC00002723_3	shell	X			
GC00000406_1	shell	S			
GC00002769_1	shell	S			
GC00002259_2	shell	T			
GC00000245_2	shell	L			
GC00002771_1	shell	S			
GC00002723_2	shell	X			
GC00002259_1	shell	T			
GC00000567_r1_1	core	H			
GC00000567_1	cloud	H			
GC00002771_2	shell	S			
GC00002067_r1_1	shell	S			
GC00002722_1	shell	S			
GC00002765_r1_r1_1	shell	S			
GC00001230_1	shell	H			
GC00001230_3	cloud	H			
GC00002722_2	shell	S			
GC00001230_2	cloud	H			
GC00002765_r1_1	shell	S			
GC00002067_2	shell	S			
GC00002765_2	cloud	X			
GC00000236_r1_r1_r1_1	softcore	M			
GC00002067_1	cloud	S			
GC00000236_r1_r1_1	cloud	M			
GC00002765_1	cloud	X			
GC00000113_1	softcore	L			
GC00001574_2	shell	P			
GC00001178_r1_1	softcore	X			
GC00004150_r1_1	shell	X			
GC00001178_1	cloud	X			
GC00004150_1	cloud	X			
GC00000236_r1_2	shell	M			
GC00000157_r1_2	softcore	M			
GC00000236_r1_1	cloud	M			
GC00001767_3	shell	S			
GC00001574_1	shell	P			
GC00000245_1	shell	L			
GC00001865_2	shell	S			
GC00002895_r1_1	cloud	X			
GC00003140_r1_1	shell	L			
GC00000236_4	shell	M			
GC00003140_1	cloud	L			
GC00000236_5	cloud	M			
GC00003140_2	cloud	L			
GC00000236_1	cloud	M			
GC00000236_2	cloud	M			
GC00000236_3	cloud	M			
GC00000142_2	softcore	M			
GC00000018_3	cloud	N	U		
GC00000955_r1_r1_1	softcore	X			
GC00002895_r1_2	shell	X			
GC00000955_r1_1	cloud	X			
GC00002145_r1_1	shell	S			
GC00002895_1	cloud	X			
GC00002145_2	cloud	S			
GC00002145_1	cloud	S			
GC00000157_r1_1	shell	M			
GC00000001_30	softcore	S			
GC00002768_2	shell	S			
GC00002768_1	cloud	S			
GC00002895_2	shell	X			
GC00000955_1	cloud	X			
GC00000157_1	shell	M			
GC00000157_2	shell	M			
GC00000946_r1_1	softcore	H			
GC00000946_2	cloud	H			
GC00000946_1	cloud	H			
GC00002142_r1_1	shell	X			
GC00002142_1	cloud	X			
GC00004675_2	cloud	X			
GC00004675_1	cloud	X			
GC00000014_15	softcore	P			
GC00000014_2	cloud	P			
GC00000001_4	shell	S			
GC00001752_1	shell	Q			
GC00000488_2	softcore	T			
